Chars	Matches	Time
1556000	14525	499
1557000	14525	493
1558000	14525	493
1559000	13462	492
1560000	15548	496
1561000	15527	274
1562000	15527	490
1563000	14525	500
1564000	14525	497
1565000	13483	492
1566000	13504	272
1567000	16485	498
1568000	15462	494
1569000	16485	492
1570000	14525	500
1571000	14525	493
1572000	13483	498
1573000	15462	497
1574000	15462	273
1575000	15462	492
1576000	14525	494
1577000	14525	496
1578000	13462	273
1579000	14525	495
1580000	13483	491
1581000	14525	498
1582000	15462	493
1583000	15462	272
1584000	14525	498
1585000	13483	500
1586000	15462	499
1587000	15462	491
1588000	15548	489
1589000	13462	275
1590000	14525	496
1591000	14525	499
1592000	13462	491
1593000	15462	499
1594000	16590	489
1595000	15462	270
1596000	14525	492
1597000	13504	495
1598000	13504	496
1599000	14525	271
1600000	15462	724
1601000	15462	273
1602000	13462	491
1603000	15462	488
1604000	14525	274
1605000	13483	499
1606000	13483	493
1607000	13462	499
1608000	15462	498
1609000	15462	489
1610000	16590	493
1611000	13462	274
1612000	14525	492
1613000	13504	499
1614000	13483	494
1615000	14525	270
1616000	14420	498
1617000	16590	494
1618000	15462	492
1619000	15462	491
1620000	14420	499
1621000	13483	496
1622000	14420	500
1623000	13504	279
1624000	15462	492
1625000	15527	490
1626000	16590	493
1627000	15462	273
1628000	14525	494
1629000	13504	496
1630000	14525	499
1631000	14525	491
1632000	14525	498
1633000	15462	497
1634000	15462	270
1635000	15569	496
1636000	14525	496
1637000	14420	490
1638000	14420	497
1639000	14525	269
1640000	14525	496
1641000	13462	493
1642000	16590	498
1643000	16590	492
1644000	13483	276
1645000	14525	493
1646000	14525	491
1647000	13504	500
1648000	13483	497
1649000	16590	497
1650000	15462	272
1651000	15462	493
1652000	14525	498
1653000	14420	494
1654000	14525	494
1655000	13483	496
1656000	15462	276
1657000	15462	495
1658000	15462	492
1659000	16485	491
1660000	14525	493
1661000	14525	276
1662000	14525	501
1663000	13504	488
1664000	13504	502
1665000	15462	495
1666000	13462	495
1667000	14525	496
1668000	14525	275
1669000	14420	501
1670000	15462	719
1671000	15462	273
1672000	15527	491
1673000	13483	492
1674000	14420	273
1675000	14525	495
1676000	14525	500
1677000	13504	497
1678000	16590	497
1679000	16590	493
1680000	15462	491
1681000	14525	275
1682000	14420	493
1683000	14525	492
1684000	14525	500
1685000	13504	498
1686000	14525	499
1687000	16590	269
1688000	15527	494
1689000	14525	495
1690000	14525	493
1691000	13483	493
1692000	14525	496
1693000	15462	503
1694000	13504	271
1695000	15548	490
1696000	14525	493
1697000	14525	500
1698000	14525	492
1699000	14525	268
1700000	14525	497
1701000	13462	495
1702000	15462	495
1703000	16590	267
1704000	16590	493
1705000	16590	491
1706000	14420	497
1707000	14420	497
1708000	13504	277
1709000	16590	498
1710000	15462	495
1711000	13462	491
1712000	14420	495
1713000	13483	496
1714000	14525	499
1715000	14420	498
1716000	15462	277
1717000	15462	493
1718000	14420	491
1719000	14525	496
1720000	13483	498
1721000	14420	274
1722000	14420	498
1723000	15462	494
1724000	15462	499
1725000	15462	492
1726000	13504	495
1727000	14525	494
1728000	14525	496
1729000	13504	278
1730000	15462	494
1731000	16590	492
1732000	11418	495
1733000	14525	497
1734000	14525	273
1735000	13504	721
1736000	15462	276
1737000	16590	489
1738000	15462	500
1739000	12376	492
1740000	14420	493
1741000	14525	498
1742000	14525	272
1743000	14420	494
1744000	15462	497
1745000	15462	492
1746000	15462	272
1747000	14420	496
1748000	14525	497
1749000	13504	493
1750000	14525	492
1751000	13504	501
1752000	15462	499
1753000	15462	273
1754000	16590	487
1755000	13462	495
1756000	14525	492
1757000	14525	497
1758000	14420	272
1759000	14525	501
1760000	15548	490
1761000	16485	494
1762000	16485	495
1763000	14525	493
1764000	14525	277
1765000	14525	496
1766000	15462	504
1767000	15527	489
1768000	16590	495
1769000	14525	493
1770000	13504	497
1771000	15462	508
1772000	15462	491
1773000	15569	275
1774000	13397	493
1775000	14420	491
1776000	14525	502
1777000	13483	497
1778000	16590	501
1779000	15462	492
1780000	15462	274
1781000	13483	495
1782000	14525	496
1783000	13504	493
1784000	13504	491
1785000	15462	500
1786000	15462	274
1787000	15462	493
1788000	13397	493
1789000	13483	493
1790000	13462	497
1791000	13483	502
1792000	15462	497
1793000	15462	272
1794000	15462	491
1795000	13483	491
1796000	14525	270
1797000	13462	498
1798000	13483	495
1799000	14525	492
1800000	15462	506
1801000	15462	492
1802000	16590	494
1803000	14525	273
1804000	14525	500
1805000	13462	490
1806000	14525	493
1807000	13504	492
1808000	15462	499
1809000	16590	272
1810000	15527	492
1811000	15462	492
1812000	14525	494
1813000	14420	274
1814000	13483	502
1815000	14420	500
1816000	16590	496
1817000	16590	493
1818000	16590	491
1819000	13483	492
1820000	13462	274
1821000	13483	500
1822000	13462	493
1823000	15462	500
1824000	15462	492
1825000	15462	492
1826000	13504	275
1827000	14525	501
1828000	15462	728
1829000	15462	272
1830000	11397	495
1831000	14525	496
1832000	14525	489
1833000	14525	494
1834000	14420	277
1835000	15462	497
1836000	15462	491
1837000	15462	494
1838000	13397	499
1839000	13504	496
1840000	14525	495
1841000	14525	274
1842000	15462	504
1843000	13462	491
1844000	15462	495
1845000	13504	494
1846000	13504	495
1847000	14525	495
1848000	14525	268
1849000	13483	498
1850000	15569	491
1851000	16590	273
1852000	15548	496
1853000	13483	495
1854000	14525	497
1855000	14525	491
1856000	14420	502
1857000	14441	493
1858000	16590	270
1859000	15462	493
1860000	14420	493
1861000	14525	491
1862000	13483	498
1863000	15462	503
1864000	15462	494
1865000	13483	277
1866000	13483	498
1867000	14525	495
1868000	14420	496
1869000	15462	497
1870000	15462	492
1871000	16590	270
1872000	15462	491
1873000	14420	499
1874000	13504	498
1875000	14525	494
1876000	15357	511
1877000	16590	489
1878000	15462	272
1879000	16485	494
1880000	14525	495
1881000	14525	495
1882000	13483	497
1883000	15462	501
1884000	15462	492
1885000	15548	274
1886000	14525	498
1887000	14420	498
1888000	15462	501
1889000	15569	488
1890000	15462	496
1891000	15462	493
1892000	14525	498
1893000	14525	274
1894000	14525	494
1895000	13462	496
1896000	15462	498
1897000	14441	500
1898000	14525	494
1899000	14420	497
1900000	14525	276
1901000	14420	720
1902000	15462	279
1903000	15462	492
1904000	14525	498
1905000	13462	494
1906000	14525	499
1907000	13462	495
1908000	14420	269
1909000	15569	498
1910000	15462	497
1911000	16590	488
1912000	14420	496
1913000	13462	502
1914000	13504	497
1915000	15462	498
1916000	15462	273
1917000	16485	490
1918000	13483	492
1919000	13483	493
1920000	14525	498
1921000	14420	498
1922000	16590	275
1923000	15462	492
1924000	14420	492
1925000	14420	494
1926000	14420	499
1927000	14525	275
1928000	14420	502
1929000	15462	497
1930000	15462	492
1931000	15462	491
1932000	16590	489
1933000	14525	276
1934000	14420	499
1935000	13483	501
1936000	15462	493
1937000	14420	493
1938000	15548	490
1939000	14525	497
1940000	14525	280
1941000	14525	492
1942000	13483	505
1943000	15462	492
1944000	16590	494
1945000	15569	493
1946000	14525	500
1947000	14525	497
1948000	15462	504
1949000	16590	270
1950000	15357	497
1951000	11418	495
1952000	14525	490
1953000	14525	499
1954000	13462	493
1955000	15462	499
1956000	15462	268
1957000	16590	492
1958000	15527	495
1959000	14525	271
1960000	14525	493
1961000	14525	496
1962000	14525	496
1963000	14420	496
1964000	16590	496
1965000	15462	495
1966000	16590	270
1967000	14525	496
1968000	14525	499
1969000	13483	500
1970000	16485	499
1971000	15462	489
1972000	15569	269
1973000	13397	496
1974000	14525	492
1975000	13483	490
1976000	14420	278
1977000	13504	497
1978000	15462	493
1979000	15462	500
1980000	16485	491
1981000	15462	488
1982000	14525	274
1983000	14525	492
1984000	14420	749
1985000	14420	507
1986000	14525	497
1987000	16590	490
1988000	16485	500
1989000	13397	494
1990000	14525	269
1991000	14525	492
1992000	13462	491
1993000	14420	496
1994000	15462	503
1995000	15462	273
1996000	15462	493
1997000	14525	498
1998000	14525	499
1999000	14525	490
2000000	14420	494
2001000	15462	277
2002000	15462	490
2003000	15462	488
2004000	15462	272
2005000	16590	489
2006000	14420	494
2007000	13483	497
2008000	13483	494
2009000	15462	504
2010000	15462	273
2011000	15462	491
2012000	13397	493
2013000	13462	493
2014000	14525	500
2015000	14420	272
2016000	15462	501
2017000	16590	492
2018000	14420	495
2019000	14525	493
2020000	14525	489
2021000	14525	274
2022000	14420	493
2023000	15462	497
2024000	15462	492
2025000	14525	493
2026000	14525	278
2027000	13462	492
2028000	14525	490
2029000	14525	270
2030000	13504	498
2031000	15462	495
2032000	13397	495
2033000	14525	493
2034000	14525	501
2035000	15462	503
2036000	15462	492
2037000	14525	497
2038000	14525	276
2039000	14525	497
2040000	14525	494
2041000	15462	503
2042000	16590	493
2043000	14525	498
2044000	14525	499
2045000	14525	493
2046000	13462	273
2047000	15462	279
2048000	11397	496
2049000	13462	498
2050000	14525	499
2051000	15462	501
2052000	15462	491
2053000	16590	489
2054000	14420	276
2055000	14525	498
2056000	14420	496
2057000	15462	499
2058000	15462	491
2059000	15462	492
2060000	14525	276
2061000	14525	500
2062000	13504	495
2063000	15462	499
2064000	15462	496
2065000	15462	492
2066000	16485	493
2067000	14525	497
2068000	14525	277
2069000	14420	725
2070000	13483	276
2071000	15462	489
2072000	16590	492
2073000	13397	491
2074000	14525	276
2075000	14525	493
2076000	14525	494
2077000	13483	498
2078000	15462	492
2079000	16590	272
2080000	16590	492
2081000	13462	492
2082000	14525	492
2083000	14420	497
2084000	14525	272
2085000	15462	499
2086000	15462	493
2087000	15462	492
2088000	13504	273
2089000	14525	495
2090000	14420	496
2091000	14525	493
2092000	13483	497
2093000	16590	496
2094000	16485	494
2095000	15569	270
2096000	14420	496
2097000	14525	492
2098000	14525	493
2099000	14525	273
2100000	13462	500
2101000	16590	492
2102000	15462	491
2103000	16590	495
2104000	14525	279
2105000	13483	496
2106000	14420	497
2107000	15527	497
2108000	16485	493
2109000	16590	492
2110000	13483	498
2111000	13462	500
2112000	15462	498
2113000	15462	268
2114000	16485	490
2115000	15462	492
2116000	13397	274
2117000	14420	491
2118000	13483	495
2119000	14420	497
2120000	13462	500
2121000	15462	495
2122000	15462	268
2123000	15462	491
2124000	14525	498
2125000	14525	495
2126000	14420	499
2127000	15462	495
2128000	15462	273
2129000	16590	492
2130000	14525	499
2131000	14525	496
2132000	14420	497
2133000	16590	497
2134000	15462	272
2135000	15462	492
2136000	14525	493
2137000	13483	495
2138000	14525	494
2139000	13504	501
2140000	15462	274
2141000	16590	493
2142000	14525	497
2143000	14525	496
2144000	13504	502
2145000	16590	498
2146000	16590	491
2147000	16590	273
2148000	14525	494
2149000	14525	495
2150000	14525	493
2151000	13462	494
2152000	15462	500
2153000	15462	275
2154000	15462	492
2155000	13397	493
2156000	14525	496
2157000	14525	497
2158000	15462	501
2159000	15462	273
2160000	15462	495
2161000	13462	497
2162000	14420	492
2163000	13483	495
2164000	14525	271
2165000	13462	492
2166000	15462	498
2167000	15462	491
2168000	16590	494
2169000	13462	498
2170000	14420	277
2171000	14525	492
2172000	14525	489
2173000	13504	497
2174000	15569	498
2175000	15462	273
2176000	15462	491
2177000	13504	491
2178000	14525	496
2179000	14525	275
2180000	14525	495
2181000	14420	501
2182000	15462	493
2183000	16590	494
2184000	14525	491
2185000	14525	273
2186000	13504	492
2187000	14525	493
2188000	14420	495
2189000	15462	496
2190000	15548	271
2191000	15548	491
2192000	16485	492
2193000	14420	497
2194000	14525	272
2195000	14525	500
2196000	14525	489
2197000	14525	502
2198000	15462	491
2199000	15462	492
2200000	15462	273
2201000	15569	489
2202000	13504	493
2203000	14525	497
2204000	14420	500
2205000	15462	278
2206000	15462	492
2207000	15462	492
2208000	13397	493
2209000	14525	497
2210000	14525	275
2211000	15462	725
2212000	15462	498
2213000	15527	271
2214000	14525	495
2215000	14525	494
2216000	13462	493
2217000	14525	274
2218000	15462	722
2219000	16590	270
2220000	15462	491
2221000	15548	493
2222000	13483	497
2223000	14525	499
2224000	14420	277
2225000	15462	495
2226000	15462	492
2227000	15462	492
2228000	14525	493
2229000	14525	276
2230000	13462	496
2231000	14525	490
2232000	15462	502
2233000	15462	493
2234000	13483	497
2235000	14525	275
2236000	14525	496
2237000	14420	500
2238000	15357	494
2239000	15462	492
2240000	14525	494
2241000	13462	497
2242000	13462	273
2243000	14525	492
2244000	14420	499
2245000	16590	494
2246000	15462	490
2247000	15462	272
2248000	14525	495
2249000	14525	494
2250000	13483	491
2251000	13462	273
2252000	13462	501
2253000	15462	497
2254000	15462	492
2255000	12355	492
2256000	14525	270
2257000	13462	721
2258000	14420	277
2259000	15462	495
2260000	16590	497
2261000	16485	494
2262000	14525	494
2263000	14525	493
2264000	13504	275
2265000	14525	493
2266000	13462	499
2267000	15462	493
2268000	16590	490
2269000	14525	497
2270000	14525	277
2271000	14525	494
2272000	15462	502
2273000	15462	491
2274000	15462	492
2275000	13397	274
2276000	14420	489
2277000	14525	499
2278000	14420	494
2279000	14420	504
2280000	15462	493
2281000	14525	492
2282000	13462	268
2283000	14525	494
2284000	14525	496
2285000	14525	498
2286000	16590	497
2287000	15527	272
2288000	16590	491
2289000	13483	493
2290000	14525	493
2291000	14525	275
2292000	14420	492
2293000	13483	498
2294000	15462	496
2295000	15462	492
2296000	15462	274
2297000	13397	494
2298000	13462	493
2299000	14525	496
2300000	13462	498
2301000	15462	493
2302000	15462	273
2303000	11397	498
2304000	14525	495
2305000	14420	497
2306000	14420	500
2307000	15462	496
2308000	15462	494
2309000	15462	273
2310000	12355	493
2311000	14420	491
2312000	14525	495
2313000	14420	498
2314000	16590	499
2315000	15462	273
2316000	16590	493
2317000	14525	492
2318000	13504	499
2319000	14420	494
2320000	15462	499
2321000	15462	273
2322000	15462	492
2323000	16590	489
2324000	14525	495
2325000	14525	498
2326000	14525	276
2327000	13504	496
2328000	15462	495
2329000	16590	491
2330000	16590	493
2331000	14525	273
2332000	14525	492
2333000	14525	495
2334000	14525	489
2335000	13483	499
2336000	16590	277
2337000	15462	489
2338000	16590	491
2339000	11418	493
2340000	14525	275
2341000	14525	491
2342000	14525	490
2343000	14420	497
2344000	15569	493
2345000	14420	272
2346000	15462	493
2347000	14525	493
2348000	14420	496
2349000	13504	494
2350000	14420	278
2351000	14525	498
2352000	15462	488
2353000	15462	491
2354000	16590	269
2355000	15462	491
2356000	13462	491
2357000	14525	498
2358000	14420	498
2359000	15462	498
2360000	16590	273
2361000	15462	491
2362000	14420	495
2363000	14525	499
2364000	15462	507
2365000	15462	494
2366000	16590	490
2367000	15462	273
2368000	13504	497
2369000	14525	499
2370000	14525	492
2371000	14525	504
2372000	15462	491
2373000	15548	490
2374000	15462	275
2375000	13292	493
2376000	14420	498
2377000	13504	500
2378000	15462	499
2379000	15462	491
2380000	15462	272
2381000	13397	494
2382000	14525	496
2383000	13462	491
2384000	14420	494
2385000	15462	500
2386000	15462	273
2387000	16590	489
2388000	15462	490
2389000	14525	273
2390000	14420	490
2391000	14525	495
2392000	14525	492
2393000	14420	276
2394000	15462	498
2395000	15462	492
2396000	16485	491
2397000	15569	490
2398000	14525	277
2399000	14525	491
2400000	14420	498
2401000	13483	494
2402000	15462	495
2403000	15462	493
2404000	13397	277
2405000	13483	490
2406000	14525	500
2407000	13504	494
2408000	15462	498
2409000	15462	493
2410000	16485	271
2411000	13397	495
2412000	14525	495
2413000	14525	499
2414000	13504	488
2415000	14525	501
2416000	16590	271
2417000	16590	493
2418000	16590	498
2419000	14525	499
2420000	14525	500
2421000	14420	494
2422000	16590	499
2423000	15462	272
2424000	13292	497
2425000	14420	491
2426000	14525	499
2427000	14420	494
2428000	15462	499
2429000	15462	491
2430000	16590	275
2431000	14525	498
2432000	13462	494
2433000	14525	497
2434000	14525	486
2435000	13504	274
2436000	16485	498
2437000	15462	495
2438000	16485	489
2439000	14525	271
2440000	14525	493
2441000	13483	499
2442000	14420	500
2443000	15462	491
2444000	15462	494
2445000	13504	269
2446000	13397	494
2447000	13462	493
2448000	14525	497
2449000	14420	493
2450000	13483	277
2451000	15462	501
2452000	15462	491
2453000	16590	495
2454000	14525	498
2455000	13504	492
2456000	14420	492
2457000	13504	275
2458000	15462	498
2459000	15462	493
2460000	16590	492
2461000	13504	497
2462000	14525	496
2463000	13483	275
2464000	14525	498
2465000	14420	494
2466000	15569	489
2467000	15527	268
2468000	15462	490
2469000	16590	494
2470000	14420	494
2471000	14420	496
2472000	14525	277
2473000	14525	489
2474000	13504	502
2475000	15462	493
2476000	16590	490
2477000	16485	273
2478000	14420	493
2479000	14525	494
2480000	13483	496
2481000	15462	501
2482000	15548	495
2483000	15462	270
2484000	14525	492
2485000	14525	493
2486000	13462	493
2487000	14420	497
2488000	15462	501
2489000	15462	274
2490000	15527	490
2491000	16590	490
2492000	13504	497
2493000	14525	495
2494000	14525	272
2495000	13504	494
2496000	13483	492
2497000	15462	271
2498000	15548	492
2499000	15527	494
2500000	14525	491
2501000	14525	275
2502000	13462	497
2503000	13483	492
2504000	15462	498
2505000	15462	491
2506000	15462	493
2507000	13397	273
2508000	14525	498
2509000	14525	494
2510000	14420	501
2511000	15462	494
2512000	15569	494
2513000	11397	274
2514000	14525	722
2515000	13483	273
2516000	15462	502
2517000	16590	493
2518000	15462	490
2519000	13397	493
2520000	13462	275
2521000	13462	722
2522000	15462	276
2523000	15462	491
2524000	14420	494
2525000	14525	496
2526000	14525	273
2527000	13462	494
2528000	15462	497
2529000	15462	491
2530000	15527	490
2531000	14525	278
2532000	14525	495
2533000	14525	492
2534000	14420	494
2535000	13504	495
2536000	14525	273
2537000	16590	490
2538000	15462	498
2539000	13462	490
2540000	14525	496
2541000	14525	276
2542000	14420	724
2543000	15462	276
2544000	16590	494
2545000	14420	495
2546000	14525	495
2547000	14420	501
2548000	15527	498
2549000	15462	494
2550000	15462	268
2551000	13397	491
2552000	14525	494
2553000	14420	495
2554000	14525	271
2555000	14420	490
2556000	14420	499
2557000	16590	491
2558000	15462	274
2559000	14525	276
2560000	13504	495
2561000	13504	496
2562000	14420	497
2563000	15462	495
2564000	16590	273
2565000	13397	495
2566000	14525	491
2567000	14525	497
2568000	15462	502
2569000	15527	490
2570000	15462	495
2571000	16590	271
2572000	13504	498
2573000	14525	490
2574000	14420	493
2575000	14525	271
2576000	13504	493
2577000	14441	496
2578000	16590	492
2579000	16590	272
2580000	15462	491
2581000	14525	493
2582000	14525	496
2583000	13504	494
2584000	14525	272
2585000	14525	501
2586000	16590	490
2587000	16590	491
2588000	13483	494
2589000	13504	271
2590000	14525	497
2591000	14525	493
2592000	14525	492
2593000	15462	498
2594000	16590	276
2595000	16590	492
2596000	14420	497
2597000	14525	500
2598000	14420	495
2599000	15462	497
2600000	16485	490
2601000	15462	270
2602000	15462	491
2603000	15548	488
2604000	14420	276
2605000	14420	494
2606000	14525	493
2607000	14420	490
2608000	15462	502
2609000	15527	271
2610000	16485	493
2611000	13397	496
2612000	13483	493
2613000	14525	498
2614000	14420	496
2615000	15462	501
2616000	15462	272
2617000	16590	493
2618000	13483	497
2619000	13504	491
2620000	14525	497
2621000	13483	275
2622000	14420	489
2623000	13504	496
2624000	15462	489
2625000	13462	495
2626000	14420	500
2627000	14525	272
2628000	14420	493
2629000	15462	500
2630000	15357	494
2631000	15462	491
2632000	13397	273
2633000	14525	493
2634000	13504	494
2635000	14420	497
2636000	15462	497
2637000	15462	269
2638000	15548	497
2639000	14420	498
2640000	14420	504
2641000	16590	498
2642000	15462	494
2643000	13292	493
2644000	14420	272
2645000	14525	493
2646000	14420	492
2647000	14525	503
2648000	16590	489
2649000	15462	272
2650000	15462	492
2651000	14525	494
2652000	13462	492
2653000	14525	496
2654000	14525	272
2655000	15462	503
2656000	15462	492
2657000	15462	492
2658000	14420	497
2659000	14525	494
2660000	14420	497
2661000	15462	501
2662000	16590	268
2663000	16590	492
2664000	14420	494
2665000	14525	498
2666000	13504	499
2667000	15462	499
2668000	15527	271
2669000	16485	492
2670000	15462	490
2671000	15462	268
2672000	14525	494
2673000	14525	495
2674000	14525	499
2675000	15462	504
2676000	15462	494
2677000	14525	495
2678000	13462	497
2679000	14525	276
2680000	14420	500
2681000	15527	492
2682000	14441	497
2683000	15569	492
2684000	13462	496
2685000	14525	495
2686000	13462	271
2687000	13483	503
2688000	15462	496
2689000	16590	487
2690000	15462	272
2691000	15462	492
2692000	13483	498
2693000	14525	494
2694000	14525	491
2695000	13504	271
2696000	14420	497
2697000	13462	492
2698000	16590	491
2699000	15462	272
2700000	14525	493
2701000	14525	494
2702000	14420	501
2703000	13462	495
2704000	15462	498
2705000	15462	492
2706000	15462	275
2707000	12355	492
2708000	14525	494
2709000	13462	496
2710000	14420	498
2711000	16485	500
2712000	16590	274
2713000	15462	490
2714000	15548	489
2715000	14420	495
2716000	14525	496
2717000	13462	273
2718000	13462	500
2719000	15462	493
2720000	16590	489
2721000	15462	496
2722000	11397	272
2723000	14525	496
2724000	14525	495
2725000	14420	500
2726000	15462	494
2727000	15462	492
2728000	15462	269
2729000	16590	493
2730000	14525	496
2731000	13462	494
2732000	14420	275
2733000	15462	498
2734000	16485	492
2735000	15462	495
2736000	16590	489
2737000	13483	277
2738000	14525	496
2739000	13462	496
2740000	15462	498
2741000	15462	493
2742000	16590	495
2743000	13397	495
2744000	14420	273
2745000	14525	500
2746000	14525	490
2747000	13504	499
2748000	15462	493
2749000	15569	493
2750000	15462	270
2751000	14525	496
2752000	13504	492
2753000	14525	495
2754000	13504	496
2755000	15462	500
2756000	15462	273
2757000	15462	492
2758000	14420	494
2759000	14525	498
2760000	13462	271
2761000	14525	494
2762000	13504	500
2763000	15462	493
2764000	15462	492
2765000	16590	268
2766000	15462	491
2767000	14525	493
2768000	14420	499
2769000	14525	494
2770000	15462	501
2771000	16485	269
2772000	15462	491
2773000	15462	492
2774000	14420	496
2775000	14525	501
2776000	14420	497
2777000	15462	279
2778000	15569	492
2779000	15462	490
2780000	15462	493
2781000	14525	274
2782000	14525	499
2783000	14525	495
2784000	15462	502
2785000	15462	494
2786000	15462	496
2787000	13462	495
2788000	14525	492
2789000	13462	503
2790000	15462	496
2791000	15462	273
2792000	14525	493
2793000	13483	497
2794000	13504	495
2795000	14420	500
2796000	16485	494
2797000	15462	273
2798000	15462	490
2799000	14420	494
2800000	13462	493
2801000	14525	275
2802000	13462	496
2803000	15462	496
2804000	15357	496
2805000	16485	490
2806000	14420	499
2807000	13504	504
2808000	16590	493
2809000	15462	271
2810000	15462	492
2811000	15462	488
2812000	14525	273
2813000	14420	498
2814000	14525	499
2815000	14420	494
2816000	16590	498
2817000	15462	495
2818000	14525	492
2819000	13483	496
2820000	14525	279
2821000	15462	722
2822000	15569	268
2823000	15462	493
2824000	14525	494
2825000	14420	501
2826000	13504	273
2827000	13483	723
2828000	16485	275
2829000	15462	489
2830000	15462	492
2831000	14525	492
2832000	14525	275
2833000	13504	494
2834000	14420	499
2835000	16590	495
2836000	15462	490
2837000	16590	273
2838000	14525	498
2839000	14525	499
2840000	13462	493
2841000	15462	501
2842000	15462	492
2843000	16590	494
2844000	14525	272
2845000	14525	498
2846000	14525	494
2847000	14525	490
2848000	14420	496
2849000	15462	275
2850000	16485	490
2851000	15462	492
2852000	13504	496
2853000	13504	496
2854000	14525	497
2855000	15462	503
2856000	16590	273
2857000	13397	496
2858000	14525	499
2859000	14420	501
2860000	16485	495
2861000	16590	489
2862000	15462	272
2863000	15548	490
2864000	14420	494
2865000	14525	506
2866000	14525	494
2867000	14420	501
2868000	15462	493
2869000	15462	272
2870000	14420	496
2871000	14525	493
2872000	13504	497
2873000	14525	492
2874000	15462	501
2875000	15462	269
2876000	15462	492
2877000	15462	492
2878000	13292	492
2879000	13483	496
2880000	14525	275
2881000	14525	490
2882000	13483	498
2883000	13462	492
2884000	15462	269
2885000	14525	495
2886000	14525	494
2887000	14525	496
2888000	14525	491
2889000	14420	502
2890000	15462	272
2891000	15462	495
2892000	15548	491
2893000	14420	493
2894000	13504	496
2895000	13504	276
2896000	15462	502
2897000	16590	488
2898000	16485	493
2899000	14525	494
2900000	14525	498
2901000	14525	276
2902000	14420	497
2903000	15462	495
2904000	15569	491
2905000	15527	492
2906000	14525	498
2907000	13462	275
2908000	14525	493
2909000	14420	496
2910000	15462	493
2911000	15462	491
2912000	16590	275
2913000	13504	497
2914000	13462	496
2915000	13483	490
2916000	14525	497
2917000	15462	497
2918000	16590	273
2919000	15462	491
2920000	14525	493
2921000	14525	493
2922000	13483	498
2923000	15462	507
2924000	15462	268
2925000	15462	494
2926000	15462	491
2927000	14420	498
2928000	13504	497
2929000	13504	495
2930000	13462	499
2931000	15462	275
2932000	15462	489
2933000	15569	490
2934000	14525	494
2935000	14525	274
2936000	14525	497
2937000	14420	498
2938000	16590	498
2939000	15462	492
2940000	15462	492
2941000	13483	273
2942000	14525	498
2943000	13504	500
2944000	15569	498
2945000	16485	491
2946000	16590	490
2947000	14420	275
2948000	14525	498
2949000	14525	493
2950000	15462	503
2951000	15548	488
2952000	15548	494
2953000	14525	497
2954000	14420	276
2955000	14525	494
2956000	14420	496
2957000	15462	494
2958000	15462	491
2959000	15462	272
2960000	13397	492
2961000	14525	495
2962000	14525	498
2963000	15462	502
2964000	15569	490
2965000	15462	273
2966000	16590	492
2967000	13504	493
2968000	13462	493
2969000	14525	277
2970000	14525	491
2971000	14525	486
2972000	13504	496
2973000	16590	278
2974000	15462	491
2975000	15462	493
2976000	13504	494
2977000	14525	494
2978000	14420	503
2979000	15462	498
2980000	15548	271
2981000	15548	493
2982000	13397	496
2983000	14525	500
2984000	14525	494
2985000	13483	273
2986000	15357	498
2987000	15548	488
2988000	16590	493
2989000	15548	271
2990000	14525	498
2991000	14525	491
2992000	14420	490
2993000	14420	497
2994000	14420	496
2995000	15527	273
2996000	15462	496
2997000	13462	490
2998000	13483	494
2999000	14525	494
3000000	14525	272
3001000	14525	490
3002000	14420	500
3003000	16485	493
3004000	15462	274
3005000	11418	490
3006000	13504	494
3007000	14525	495
3008000	14525	494
3009000	14420	276
3010000	15462	497
3011000	16590	488
3012000	15462	490
3013000	13397	274
3014000	14525	490
3015000	14525	500
3016000	14420	499
3017000	16590	500
3018000	15548	493
3019000	15462	491
3020000	13397	273
3021000	14525	493
3022000	13483	501
3023000	14525	491
3024000	14420	271
3025000	13462	496
3026000	16485	494
3027000	15462	491
3028000	15462	490
3029000	16590	269
3030000	14525	492
3031000	14525	501
3032000	14420	502
3033000	15462	497
3034000	15462	491
3035000	15462	268
3036000	15462	494
3037000	13397	497
3038000	13462	495
3039000	14525	497
3040000	13462	272
3041000	15462	498
